GameDuration,teamDiffAssists,teamDiffAvgLevel,teamDiffCSPerMin,teamDiffDeaths,teamDiffDragons,teamDiffEliteMonsters,teamDiffGoldPerMin,teamDiffHeralds,teamDiffKills,teamDiffTotalExperience,teamDiffTotalGold,teamDiffTotalJungleMinionsKilled,teamDiffTotalMinionsKilled,teamDiffTowersDestroyed,teamDiffWardsDestroyed,teamDiffWardsPlaced,EarlyGameLead
25.0,7,0.6000000000000005,1.3000000000000007,3,1,0,319.0,1,3,2346,3190,32,13,0,1,7,0
23.0,3,0.6000000000000005,2.3000000000000007,3,1,0,172.0,1,3,2056,1720,5,23,0,3,3,1
30.0,7,0.20000000000000018,4.0,4,0,0,48.0,0,4,353,480,19,40,0,1,0,0
24.0,3,0.0,2.900000000000002,3,1,1,108.09999999999991,0,3,631,1081,20,29,0,2,10,1
17.0,8,0.7999999999999998,7.199999999999999,8,1,1,543.6000000000001,0,8,3459,5436,6,72,0,4,12,1
15.0,13,0.5999999999999996,4.5,11,1,1,532.3,0,11,2352,5323,12,45,0,1,31,1
30.0,1,0.20000000000000018,1.7999999999999972,1,1,2,21.399999999999864,1,1,356,214,0,18,0,2,5,1
28.0,7,1.0,3.8000000000000007,6,1,1,270.5,0,6,1757,2705,10,38,0,2,1,1
30.0,2,0.0,1.0,2,1,0,141.9000000000001,1,2,82,1419,14,10,0,4,6,1
16.0,8,1.0,0.8999999999999986,9,0,0,543.0999999999999,0,9,4681,5431,9,9,1,0,17,1
21.0,8,0.6000000000000005,3.5,9,1,1,412.5,0,9,2712,4125,3,35,0,5,2,1
16.0,1,0.8000000000000007,6.199999999999999,6,1,2,315.29999999999995,1,6,3196,3153,11,62,0,2,1,1
24.0,2,1.0,6.399999999999999,3,1,1,399.10000000000014,0,3,3529,3991,22,64,0,2,21,0
31.0,3,0.40000000000000036,2.099999999999998,1,0,1,169.39999999999986,1,1,603,1694,3,21,0,2,1,1
22.0,1,0.0,0.3000000000000007,2,0,1,98.90000000000009,1,2,631,989,8,3,0,2,6,0
35.0,1,0.40000000000000036,0.5,2,1,1,156.39999999999986,0,2,953,1564,22,5,0,5,1,1
28.0,6,0.20000000000000018,2.8999999999999986,5,1,1,66.40000000000009,0,5,615,664,15,29,0,2,3,1
35.0,2,0.0,3.299999999999997,1,1,0,137.70000000000005,1,1,180,1377,4,33,0,0,10,1
29.0,4,0.20000000000000018,2.900000000000002,1,1,1,108.90000000000009,0,1,2134,1089,2,29,0,1,1,1
29.0,7,0.6000000000000005,1.3000000000000007,5,1,2,423.4000000000001,1,5,1695,4234,19,13,1,2,42,1
21.0,3,0.0,1.1999999999999993,1,1,0,70.20000000000005,1,1,89,702,1,12,0,1,6,1
37.0,2,0.40000000000000036,3.1999999999999993,1,1,0,50.799999999999955,1,1,1394,508,24,32,0,0,22,0
39.0,8,0.40000000000000036,3.8000000000000007,6,1,1,236.5999999999999,0,6,1147,2366,3,38,0,1,2,1
19.0,5,0.20000000000000018,1.6000000000000014,0,1,0,24.799999999999955,1,0,219,248,11,16,0,0,3,0
31.0,9,0.20000000000000018,4.399999999999999,4,1,1,142.5999999999999,0,4,128,1426,4,44,0,1,4,1
19.0,0,0.0,3.5,0,1,1,74.0,0,0,76,740,3,35,0,3,3,1
28.0,2,0.20000000000000018,1.8999999999999986,2,1,2,172.39999999999986,1,2,262,1724,8,19,0,2,8,1
21.0,7,0.8000000000000007,1.1000000000000014,4,1,1,331.0999999999999,0,4,2682,3311,32,11,0,3,1,1
33.0,8,0.6000000000000005,4.700000000000003,3,1,1,340.10000000000014,0,3,2392,3401,15,47,0,0,38,1
30.0,1,0.20000000000000018,1.9000000000000021,3,0,0,129.29999999999995,0,3,625,1293,20,19,0,1,27,0
23.0,4,0.6000000000000005,3.200000000000003,2,1,1,90.60000000000014,0,2,1767,906,0,32,0,3,16,0
15.0,3,0.40000000000000036,3.3999999999999986,6,1,1,276.0999999999999,0,6,2375,2761,0,34,0,1,4,1
22.0,6,0.40000000000000036,1.5999999999999979,2,1,2,141.9000000000001,1,2,731,1419,2,16,0,3,4,1
24.0,2,0.40000000000000036,2.1999999999999993,2,1,1,153.0,0,2,1114,1530,24,22,0,0,1,0
29.0,4,0.0,2.700000000000003,0,0,0,21.59999999999991,0,0,1250,216,18,27,0,1,22,0
29.0,0,0.40000000000000036,1.8999999999999986,3,1,0,152.10000000000014,1,3,1915,1521,4,19,0,2,7,1
16.0,10,1.0,12.0,8,1,2,526.4000000000001,1,8,4627,5264,34,120,0,4,5,1
19.0,6,0.6000000000000005,1.7999999999999972,7,1,1,394.89999999999986,0,7,2440,3949,4,18,0,2,24,1
20.0,4,0.20000000000000018,2.3000000000000007,6,1,1,290.70000000000005,0,6,1175,2907,9,23,0,2,28,1
23.0,5,0.40000000000000036,1.0999999999999979,1,1,1,70.60000000000014,0,1,873,706,11,11,0,3,7,0
26.0,4,0.0,2.5,1,1,1,52.700000000000045,0,1,208,527,31,25,0,2,46,0
32.0,2,0.0,3.6999999999999993,0,1,1,168.29999999999995,0,0,172,1683,9,37,0,1,0,0
33.0,1,0.1999999999999993,2.3000000000000007,2,0,0,100.5,0,2,251,1005,4,23,0,1,31,0
28.0,2,0.20000000000000018,1.8000000000000007,2,1,1,112.20000000000005,0,2,302,1122,28,18,0,2,1,1
32.0,2,0.40000000000000036,2.6999999999999993,1,1,1,80.79999999999995,0,1,311,808,15,27,0,2,6,0
21.0,4,0.20000000000000018,2.6999999999999993,2,1,1,228.10000000000014,0,2,1594,2281,24,27,0,1,0,0
33.0,0,0.40000000000000036,5.100000000000001,0,1,1,175.0,0,0,628,1750,12,51,0,1,0,1
33.0,7,0.1999999999999993,1.0,6,1,1,297.4000000000001,0,6,1421,2974,8,10,0,0,109,1
29.0,4,0.0,0.5999999999999979,2,1,1,41.899999999999864,0,2,462,419,3,6,0,1,3,0
34.0,5,0.40000000000000036,5.399999999999999,3,1,2,210.10000000000014,1,3,1596,2101,9,54,0,1,60,0
22.0,9,0.20000000000000018,2.3999999999999986,0,1,1,77.59999999999991,0,0,166,776,3,24,0,0,1,1
30.0,1,0.40000000000000036,2.5,1,1,1,95.70000000000005,0,1,2267,957,23,25,0,1,4,1
17.0,7,0.6000000000000005,2.8999999999999986,8,1,2,431.0999999999999,1,8,3239,4311,11,29,0,1,4,1
30.0,0,0.0,1.4000000000000021,1,1,1,120.70000000000005,0,1,1748,1207,17,14,0,3,4,1
23.0,8,0.6000000000000005,6.0,6,1,2,461.60000000000014,1,6,2050,4616,13,60,0,1,1,1
21.0,10,0.40000000000000036,1.4000000000000021,4,1,2,240.39999999999986,1,4,927,2404,11,14,0,3,2,1
25.0,2,0.20000000000000018,0.20000000000000284,2,1,0,60.0,1,2,824,600,12,2,0,1,0,0
22.0,1,0.40000000000000036,5.0,4,1,1,193.60000000000014,0,4,1799,1936,8,50,0,2,4,1
33.0,14,1.0,8.399999999999999,7,1,1,468.5,0,7,3600,4685,1,84,0,1,4,1
28.0,1,0.0,1.7999999999999972,0,1,1,31.5,0,0,61,315,1,18,0,1,5,0
33.0,1,0.0,2.0,0,1,0,99.39999999999986,1,0,547,994,15,20,0,1,22,1
34.0,1,0.40000000000000036,0.3000000000000007,1,1,0,45.0,1,1,661,450,8,3,0,1,6,0
27.0,3,0.20000000000000018,0.0,3,0,1,11.0,1,3,402,110,4,0,0,1,2,0
26.0,2,0.40000000000000036,1.5,0,1,2,39.600000000000136,1,0,481,396,6,15,0,2,6,1
24.0,2,0.0,1.8999999999999986,2,1,1,80.5,0,2,254,805,10,19,0,2,4,1
38.0,4,0.40000000000000036,2.8000000000000007,6,1,2,130.19999999999982,1,6,1959,1302,0,28,0,2,5,0
25.0,6,0.40000000000000036,2.3999999999999986,3,1,1,176.29999999999995,0,3,239,1763,2,24,0,4,3,1
16.0,2,0.5999999999999996,2.5,4,1,1,199.29999999999995,0,4,2178,1993,6,25,0,1,21,1
30.0,3,0.39999999999999947,1.6999999999999993,0,1,2,0.8000000000001819,1,0,572,8,8,17,0,1,9,0
38.0,10,0.0,3.0,3,0,1,124.0,1,3,349,1240,3,30,0,0,25,1
20.0,7,0.40000000000000036,1.0,8,0,0,318.4000000000001,0,8,2345,3184,5,10,0,2,5,0
26.0,1,0.40000000000000036,2.3999999999999986,4,1,1,218.5,0,4,2480,2185,22,24,0,1,2,1
31.0,3,0.0,0.6000000000000014,1,0,0,38.700000000000045,0,1,879,387,4,6,0,1,6,1
24.0,7,0.20000000000000018,2.3000000000000007,0,1,1,154.29999999999995,0,0,828,1543,5,23,0,1,2,1
28.0,3,0.5999999999999996,3.8999999999999986,4,0,1,190.79999999999995,1,4,1654,1908,26,39,0,2,8,1
26.0,1,0.0,1.8999999999999986,1,1,1,73.70000000000005,0,1,691,737,5,19,0,1,0,1
25.0,5,0.20000000000000018,1.1000000000000014,2,1,1,107.29999999999995,0,2,541,1073,1,11,0,1,1,1
22.0,5,0.0,3.3000000000000007,1,1,0,41.299999999999955,1,1,1004,413,9,33,0,1,6,1
29.0,6,0.40000000000000036,1.3999999999999986,4,1,0,256.89999999999986,1,4,2378,2569,15,14,0,2,20,1
14.0,12,0.7999999999999998,3.1999999999999993,6,1,1,399.5999999999999,0,6,2986,3996,3,32,0,1,73,0
24.0,16,0.0,0.1999999999999993,6,1,1,257.39999999999986,0,6,359,2574,14,2,0,4,1,1
28.0,0,0.40000000000000036,2.0,2,1,1,19.09999999999991,0,2,182,191,4,20,0,1,126,0
32.0,1,0.0,4.299999999999997,0,1,1,53.59999999999991,0,0,864,536,10,43,0,1,1,1
29.0,4,0.0,5.100000000000001,3,1,1,142.9000000000001,0,3,683,1429,14,51,0,2,10,1
27.0,2,0.40000000000000036,7.400000000000002,4,1,0,379.70000000000005,1,4,2242,3797,4,74,0,0,7,1
21.0,4,0.6000000000000005,3.0,3,1,1,240.70000000000005,0,3,939,2407,5,30,0,18,25,1
33.0,12,0.6000000000000005,0.6999999999999993,8,1,1,282.8000000000002,0,8,1962,2828,5,7,0,0,0,0
26.0,3,0.40000000000000036,2.599999999999998,4,1,1,233.4000000000001,0,4,1246,2334,3,26,0,0,43,0
23.0,5,0.8000000000000007,1.6000000000000014,4,0,0,230.10000000000014,0,4,3412,2301,19,16,0,0,10,0
31.0,4,0.1999999999999993,3.1999999999999993,1,1,1,85.29999999999995,0,1,363,853,4,32,0,3,4,1
27.0,6,0.20000000000000018,2.3000000000000007,0,0,1,24.299999999999955,1,0,418,243,21,23,0,1,5,1
19.0,9,1.2000000000000002,0.3000000000000007,6,1,1,479.3000000000002,0,6,3669,4793,44,3,0,3,1,1
25.0,11,0.20000000000000018,0.8000000000000007,5,1,1,324.79999999999995,0,5,2147,3248,8,8,0,2,22,1
16.0,9,0.5999999999999996,1.5,6,1,1,290.6999999999998,0,6,2700,2907,9,15,0,4,40,0
34.0,8,0.0,4.100000000000001,2,0,0,145.39999999999986,0,2,616,1454,4,41,0,2,24,1
29.0,1,0.0,0.3000000000000007,1,1,1,29.200000000000045,0,1,206,292,15,3,0,1,13,1
22.0,8,0.8000000000000007,1.0,8,1,1,297.79999999999995,0,8,2960,2978,4,10,0,1,2,0
28.0,1,0.0,3.5,1,1,0,33.5,1,1,681,335,7,35,0,3,9,1
26.0,8,0.40000000000000036,0.1999999999999993,6,1,0,289.4000000000001,1,6,1742,2894,11,2,0,4,3,1
25.0,16,0.5999999999999996,3.0,8,1,1,440.0999999999999,0,8,2185,4401,10,30,0,4,12,0
18.0,5,0.7999999999999998,4.600000000000001,4,0,1,405.5,1,4,2248,4055,17,46,0,2,17,0
26.0,3,1.0,0.40000000000000213,6,0,0,208.39999999999986,0,6,2869,2084,9,4,0,0,3,1
17.0,9,0.7999999999999998,0.10000000000000142,8,1,2,259.29999999999995,1,8,3690,2593,5,1,0,0,21,1
33.0,1,0.40000000000000036,4.199999999999999,4,1,1,137.20000000000005,0,4,2320,1372,8,42,0,1,0,0
23.0,1,0.20000000000000018,4.5,5,1,1,280.29999999999995,0,5,1638,2803,5,45,0,4,3,1
29.0,6,0.20000000000000018,1.5999999999999979,2,0,1,53.299999999999955,1,2,944,533,11,16,0,1,69,1
18.0,3,0.20000000000000018,2.1999999999999993,1,1,2,96.29999999999995,1,1,64,963,0,22,0,4,41,1
25.0,8,0.20000000000000018,3.1999999999999993,5,1,2,264.20000000000005,1,5,366,2642,9,32,0,1,18,1
17.0,6,0.20000000000000018,0.6999999999999993,6,0,0,161.5,0,6,1585,1615,12,7,0,1,18,0
20.0,4,0.40000000000000036,1.0,3,1,2,121.20000000000005,1,3,1738,1212,1,10,0,0,0,1
21.0,6,0.7999999999999998,1.8000000000000007,3,1,2,236.29999999999995,1,3,2144,2363,0,18,0,1,5,1
26.0,5,0.40000000000000036,1.9000000000000021,1,1,0,191.79999999999995,1,1,1739,1918,31,19,0,1,2,0
26.0,2,0.0,3.1999999999999993,1,0,1,14.5,1,1,729,145,7,32,0,2,32,1
35.0,3,0.40000000000000036,1.0999999999999979,1,1,1,90.20000000000005,0,1,860,902,36,11,0,4,1,1
36.0,1,0.20000000000000018,3.3000000000000007,0,1,1,87.0,0,0,1120,870,7,33,0,3,4,0
15.0,8,1.0,4.800000000000001,7,1,1,455.0,0,7,3483,4550,9,48,0,1,2,1
26.0,9,0.8000000000000007,5.5,10,1,0,423.79999999999995,1,10,3475,4238,40,55,0,5,1,0
29.0,1,0.40000000000000036,2.0,2,0,0,165.89999999999986,0,2,1566,1659,8,20,0,1,24,1
28.0,13,0.6000000000000005,0.1999999999999993,4,0,0,137.70000000000005,0,4,2429,1377,3,2,0,4,21,0
21.0,9,0.7999999999999998,2.400000000000002,4,1,2,366.29999999999995,1,4,2748,3663,26,24,1,1,142,1
19.0,6,0.6000000000000005,1.5,4,0,1,296.89999999999986,1,4,2575,2969,4,15,0,2,4,1
19.0,7,1.1999999999999993,8.1,6,0,0,368.20000000000005,0,6,4566,3682,6,81,0,1,5,1
22.0,0,0.40000000000000036,2.6000000000000014,1,0,0,136.19999999999982,0,1,863,1362,19,26,0,2,2,0
32.0,1,0.0,2.1000000000000014,0,0,1,10.799999999999955,1,0,88,108,11,21,0,2,14,1
27.0,13,0.6000000000000005,2.400000000000002,10,0,0,534.4000000000001,0,10,3506,5344,9,24,0,0,3,1
26.0,9,0.40000000000000036,1.8000000000000007,7,1,1,390.8000000000002,0,7,2704,3908,26,18,0,1,3,1
16.0,4,0.20000000000000018,1.0,5,1,1,298.4000000000001,0,5,1565,2984,9,10,0,0,4,1
23.0,4,0.1999999999999993,1.0999999999999979,1,1,2,25.0,1,1,489,250,7,11,0,1,1,0
30.0,0,0.5999999999999996,1.9000000000000021,0,1,2,108.39999999999986,1,0,658,1084,12,19,0,1,2,0
19.0,4,0.20000000000000018,2.0,4,1,1,260.60000000000014,0,4,964,2606,1,20,0,1,1,1
20.0,7,0.20000000000000018,1.5,2,1,0,15.400000000000091,1,2,979,154,3,15,1,1,1,0
25.0,2,0.0,0.09999999999999787,1,1,1,96.0,0,1,812,960,7,1,0,0,0,1
23.0,8,0.6000000000000005,1.6999999999999993,7,0,1,319.39999999999986,1,7,2675,3194,12,17,0,1,36,1
32.0,2,0.40000000000000036,3.1000000000000014,1,0,0,4.400000000000091,0,1,1601,44,3,31,0,1,5,0
29.0,8,0.0,2.400000000000002,2,1,2,118.09999999999991,1,2,934,1181,9,24,0,0,0,1
27.0,1,0.6000000000000005,0.5,1,1,0,92.70000000000005,1,1,736,927,15,5,0,2,0,0
16.0,6,0.39999999999999947,0.20000000000000284,5,1,1,317.0,0,5,2591,3170,40,2,0,1,1,1
28.0,0,0.0,0.0,1,1,1,62.299999999999955,0,1,1024,623,5,0,0,1,0,1
38.0,1,0.20000000000000018,3.400000000000002,1,0,0,112.09999999999991,0,1,4,1121,9,34,0,3,65,1
13.0,10,1.0,5.199999999999999,7,1,1,529.2,0,7,4922,5292,24,52,0,2,1,1
19.0,3,0.0,4.900000000000002,3,1,2,179.29999999999995,1,3,929,1793,12,49,0,0,0,1
14.0,7,1.1999999999999993,1.9000000000000021,6,0,0,338.9000000000001,0,6,3465,3389,1,19,0,0,3,1
24.0,8,0.7999999999999998,0.09999999999999787,7,0,0,353.20000000000005,0,7,2062,3532,7,1,0,0,2,1
32.0,8,0.0,0.10000000000000142,4,1,0,98.09999999999991,1,4,264,981,3,1,1,2,1,1
25.0,4,0.20000000000000018,0.1999999999999993,2,0,0,61.59999999999991,0,2,87,616,4,2,0,1,0,1
21.0,5,0.20000000000000018,5.0,5,1,0,314.5999999999999,1,5,1518,3146,3,50,0,3,9,1
26.0,4,0.20000000000000018,1.9000000000000021,4,1,2,261.89999999999986,1,4,1209,2619,4,19,0,1,1,1
27.0,3,0.8000000000000007,5.699999999999999,9,1,2,506.5,1,9,3552,5065,2,57,0,0,2,1
28.0,0,0.0,2.700000000000003,0,0,0,85.60000000000014,0,0,563,856,10,27,0,2,149,0
20.0,5,0.0,0.20000000000000284,1,1,1,73.90000000000009,0,1,270,739,7,2,0,0,1,1
19.0,11,0.0,0.3999999999999986,11,1,1,244.70000000000005,0,11,247,2447,26,4,0,1,4,1
27.0,3,0.20000000000000018,0.0,2,0,0,56.100000000000136,0,2,740,561,1,0,0,1,2,0
37.0,10,0.20000000000000018,2.099999999999998,1,1,1,107.29999999999995,0,1,210,1073,2,21,0,1,2,1
31.0,1,0.40000000000000036,1.8999999999999986,1,0,0,19.300000000000182,0,1,89,193,4,19,0,2,3,0
28.0,1,0.20000000000000018,5.700000000000003,1,1,1,120.39999999999986,0,1,306,1204,4,57,0,1,15,1
22.0,5,0.39999999999999947,3.3000000000000007,4,1,1,94.80000000000018,0,4,16,948,16,33,0,2,5,1
26.0,1,0.5999999999999996,1.2000000000000028,1,0,0,102.70000000000005,0,1,1434,1027,16,12,0,2,1,0
19.0,5,0.20000000000000018,1.0999999999999979,5,1,1,184.29999999999995,0,5,1402,1843,15,11,0,0,4,1
23.0,7,0.5999999999999996,0.8000000000000007,8,1,1,351.6999999999998,0,8,1818,3517,4,8,0,2,6,0
27.0,5,0.20000000000000018,3.599999999999998,3,1,1,120.39999999999986,0,3,717,1204,8,36,0,2,28,1
23.0,5,0.7999999999999998,1.6000000000000014,5,0,0,392.70000000000005,0,5,3257,3927,34,16,0,0,7,1
22.0,6,0.40000000000000036,0.3999999999999986,4,1,1,268.0999999999999,0,4,834,2681,13,4,0,1,24,1
39.0,2,0.40000000000000036,2.6000000000000014,2,1,1,30.0,0,2,1722,300,4,26,0,3,2,0
24.0,0,0.20000000000000018,2.6999999999999993,1,0,0,0.3999999999998636,0,1,1213,4,21,27,0,1,0,0
27.0,2,0.40000000000000036,3.6999999999999993,1,1,1,157.20000000000005,0,1,829,1572,5,37,0,2,7,1
29.0,3,0.40000000000000036,0.3999999999999986,2,1,0,85.59999999999991,1,2,1638,856,4,4,0,1,31,0
18.0,1,0.0,4.199999999999999,0,1,0,229.5999999999999,1,0,1213,2296,0,42,0,2,1,1
43.0,9,0.0,1.3999999999999986,6,1,1,196.10000000000014,0,6,392,1961,22,14,0,5,6,1
36.0,4,0.40000000000000036,3.6000000000000014,3,0,1,132.0,1,3,687,1320,4,36,0,4,13,0
28.0,3,0.40000000000000036,1.3000000000000007,0,1,1,49.200000000000045,0,0,173,492,8,13,0,3,1,1
20.0,12,1.0,0.10000000000000142,7,1,1,391.29999999999995,0,7,2948,3913,8,1,0,1,42,1
34.0,3,0.0,1.1000000000000014,4,1,2,143.0,1,4,147,1430,3,11,0,1,2,0
23.0,6,0.0,3.099999999999998,0,1,2,22.59999999999991,1,0,221,226,6,31,0,2,5,1
19.0,7,0.40000000000000036,1.7999999999999972,6,1,2,432.39999999999986,1,6,1705,4324,7,18,1,1,1,1
29.0,4,0.20000000000000018,0.3000000000000007,0,0,0,35.5,0,0,279,355,4,3,0,0,21,1
16.0,3,1.2000000000000002,7.199999999999999,5,1,2,452.9000000000001,1,5,4665,4529,25,72,0,17,15,1
15.0,10,0.7999999999999998,5.199999999999999,7,1,1,466.29999999999995,0,7,3624,4663,6,52,0,1,4,0
32.0,5,0.40000000000000036,0.3000000000000007,0,1,1,21.100000000000136,0,0,1817,211,18,3,0,1,22,0
25.0,1,0.20000000000000018,0.7000000000000028,1,1,0,3.7999999999999545,1,1,1241,38,7,7,0,6,20,1
34.0,2,0.1999999999999993,4.800000000000001,2,1,0,331.5,1,2,904,3315,10,48,1,1,2,0
32.0,2,0.20000000000000018,0.9000000000000021,2,1,1,121.09999999999991,0,2,757,1211,21,9,0,1,2,1
36.0,0,0.20000000000000018,1.8000000000000007,1,1,1,18.799999999999955,0,1,270,188,20,18,0,3,44,1
28.0,1,0.6000000000000005,2.0,2,0,0,185.20000000000005,0,2,2113,1852,12,20,0,1,5,1
36.0,5,0.5999999999999996,2.5,4,1,0,305.89999999999986,1,4,1408,3059,12,25,1,2,6,1
25.0,5,0.5999999999999996,0.6999999999999993,3,1,2,255.20000000000005,1,3,2268,2552,18,7,0,2,3,1
25.0,3,0.20000000000000018,3.6000000000000014,2,1,1,156.5999999999999,0,2,1852,1566,9,36,0,3,32,0
21.0,5,0.20000000000000018,3.6000000000000014,3,0,0,296.70000000000005,0,3,758,2967,3,36,0,3,4,0
26.0,3,0.20000000000000018,1.6000000000000014,2,1,0,9.799999999999955,1,2,169,98,4,16,0,5,27,1
32.0,2,0.6000000000000005,1.3000000000000007,2,0,0,197.20000000000005,0,2,1177,1972,26,13,0,0,0,1
25.0,8,0.6000000000000005,0.29999999999999716,2,1,1,55.700000000000045,0,2,1383,557,14,3,0,0,1,1
27.0,9,0.20000000000000018,1.0,5,0,1,121.70000000000005,1,5,309,1217,0,10,0,0,55,1
25.0,1,0.0,2.0,1,1,1,2.7000000000000455,0,1,394,27,16,20,0,2,5,1
36.0,3,0.40000000000000036,2.5,1,1,0,86.5,1,1,2685,865,11,25,0,0,7,1
26.0,3,0.20000000000000018,2.3000000000000007,3,1,1,165.29999999999995,0,3,1289,1653,4,23,0,1,0,1
35.0,0,0.40000000000000036,7.300000000000001,2,1,1,193.20000000000005,0,2,2097,1932,14,73,0,2,1,0
15.0,9,0.0,2.799999999999997,4,0,0,338.60000000000014,0,4,2729,3386,9,28,0,2,2,0
24.0,7,0.8000000000000007,6.5,9,1,1,509.6999999999998,0,9,3482,5097,4,65,0,2,1,1
29.0,6,0.20000000000000018,3.0,4,1,2,132.0999999999999,1,4,1735,1321,11,30,0,0,39,1
39.0,1,0.20000000000000018,1.3000000000000007,0,1,1,27.59999999999991,0,0,1424,276,9,13,0,1,8,0
24.0,4,0.0,4.400000000000002,2,0,1,1.8999999999998636,1,2,1122,19,15,44,0,1,2,0
28.0,3,0.20000000000000018,3.8000000000000007,4,0,0,259.0,0,4,1850,2590,15,38,0,1,3,1
30.0,2,0.0,0.3999999999999986,2,1,1,51.0,0,2,601,510,3,4,0,1,9,1
23.0,4,0.0,4.799999999999997,2,0,1,10.299999999999955,1,2,412,103,10,48,0,0,0,0
39.0,3,0.20000000000000018,2.8999999999999986,1,1,1,23.700000000000045,0,1,500,237,12,29,0,0,7,0
32.0,0,0.0,0.10000000000000142,3,1,2,61.200000000000045,1,3,549,612,11,1,1,2,6,1
34.0,5,0.8000000000000007,5.399999999999999,7,1,0,448.79999999999995,1,7,3191,4488,7,54,0,3,3,1
33.0,1,0.0,1.6999999999999993,3,1,1,33.5,0,3,675,335,16,17,0,1,2,0
38.0,0,0.20000000000000018,0.3999999999999986,1,1,0,81.40000000000009,1,1,418,814,4,4,0,1,8,1
23.0,2,0.40000000000000036,3.5,1,1,1,3.900000000000091,0,1,464,39,6,35,0,1,2,0
33.0,5,0.40000000000000036,3.8999999999999986,1,1,1,8.0,0,1,609,80,0,39,0,3,47,1
20.0,9,0.0,0.29999999999999716,6,1,2,197.5,1,6,888,1975,33,3,0,0,1,1
30.0,2,0.20000000000000018,3.0,2,1,2,172.29999999999995,1,2,970,1723,0,30,0,3,25,1
17.0,9,1.6000000000000005,4.800000000000001,4,1,0,576.3,1,4,4731,5763,4,48,2,2,4,0
29.0,10,1.0,6.600000000000001,10,0,0,605.0,0,10,4081,6050,7,66,0,11,22,1
34.0,0,0.20000000000000018,3.3000000000000007,0,1,1,115.20000000000005,0,0,29,1152,0,33,0,1,23,1
16.0,8,1.0,1.5,5,0,1,382.20000000000005,1,5,2980,3822,40,15,0,1,1,1
20.0,6,0.40000000000000036,3.8999999999999986,4,1,1,297.5,0,4,2024,2975,1,39,0,1,25,1
27.0,11,0.20000000000000018,2.3999999999999986,7,1,1,152.60000000000014,0,7,472,1526,16,24,0,0,24,1
26.0,9,0.40000000000000036,3.799999999999997,8,1,1,391.60000000000014,0,8,2599,3916,0,38,0,3,1,1
14.0,1,2.0,10.0,5,1,2,877.5999999999999,1,5,8348,8776,50,100,3,0,1,1
26.0,6,1.0,0.5,2,1,2,449.29999999999995,1,2,3830,4493,64,5,1,0,1,1
48.0,1,0.20000000000000018,1.0,1,1,0,101.79999999999995,1,1,1023,1018,9,10,0,3,1,1
28.0,1,0.20000000000000018,0.1999999999999993,1,1,1,9.700000000000045,0,1,165,97,1,2,0,1,2,0
28.0,2,0.0,3.0,2,0,1,93.29999999999995,1,2,636,933,20,30,0,2,25,1
21.0,2,0.0,3.799999999999997,2,0,1,432.20000000000005,1,2,1588,4322,23,38,1,1,1,1
28.0,5,0.20000000000000018,3.099999999999998,3,0,0,135.0,0,3,524,1350,16,31,0,3,8,0
23.0,8,0.6000000000000005,3.1000000000000014,8,1,1,549.0,0,8,2476,5490,1,31,1,1,15,1
25.0,1,0.20000000000000018,2.299999999999997,0,1,1,73.0,0,0,58,730,14,23,0,4,8,1
35.0,2,0.20000000000000018,1.9000000000000021,0,1,1,63.100000000000136,0,0,337,631,12,19,0,0,11,0
29.0,1,0.40000000000000036,0.09999999999999787,1,1,0,18.299999999999955,1,1,254,183,10,1,0,2,19,0
32.0,8,0.40000000000000036,0.1999999999999993,4,1,0,225.0,1,4,1591,2250,4,2,0,2,1,0
28.0,3,0.40000000000000036,0.10000000000000142,2,1,1,49.299999999999955,0,2,699,493,12,1,0,2,24,1
27.0,1,0.20000000000000018,0.8000000000000007,0,1,1,21.100000000000136,0,0,626,211,19,8,0,3,2,0
30.0,7,0.20000000000000018,1.8999999999999986,3,0,0,161.0999999999999,0,3,97,1611,5,19,0,5,22,1
24.0,2,0.1999999999999993,0.09999999999999787,2,1,1,134.29999999999995,0,2,768,1343,8,1,0,1,5,1
30.0,11,0.8000000000000007,6.0,9,1,2,551.1999999999998,1,9,3244,5512,3,60,1,2,32,1
32.0,1,0.40000000000000036,3.0,6,1,1,359.0,0,6,1683,3590,5,30,0,3,2,1
36.0,4,0.7999999999999998,2.5,0,0,1,40.59999999999991,1,0,1748,406,6,25,0,2,3,0
17.0,12,0.20000000000000018,3.3999999999999986,6,1,1,215.0,0,6,1215,2150,10,34,0,3,2,0
31.0,1,0.20000000000000018,0.20000000000000284,4,1,1,67.90000000000009,0,4,1331,679,2,2,0,3,4,1
34.0,4,0.6000000000000005,2.0,8,0,1,311.39999999999986,1,8,2569,3114,4,20,0,1,7,1
33.0,3,0.20000000000000018,4.0,1,1,1,156.4000000000001,0,1,668,1564,20,40,0,1,22,0
34.0,5,0.6000000000000005,4.400000000000002,4,1,1,420.5,0,4,1540,4205,9,44,1,1,33,1
22.0,12,0.40000000000000036,2.8999999999999986,10,0,0,417.1999999999998,0,10,1918,4172,15,29,0,1,32,1
25.0,14,1.0,1.2000000000000028,4,1,1,267.20000000000005,0,4,2811,2672,21,12,0,3,2,0
23.0,4,0.7999999999999998,8.899999999999999,8,1,1,428.6999999999998,0,8,3938,4287,24,89,0,1,2,1
33.0,6,0.20000000000000018,1.3999999999999986,4,1,1,81.09999999999991,0,4,881,811,11,14,0,1,1,1
